postal_code,centroid_lat,centroid_lng
06280,38.068365,-6.523691948
06290,38.389155,-6.188810813
06291,38.1636,-6.202637664
06292,38.073092183,-6.33831
06293,38.088440254,-6.406195
06300,38.43538,-6.436197234
06310,38.398135,-6.365124232
06320,38.32534,-6.413423333
06329,38.33620922,-6.4844849999999
06330,38.24921,-6.4454157179999
06340,38.202635,-6.5737869399999
06350,38.1483,-6.73451848
06360,38.550923921,-6.4414399999999
06370,38.37875,-6.575590624
06378,38.33299,-6.5344938609999
06380,38.389815,-6.888090077
06389,38.303425,-6.70383873
06390,38.489225566,-6.5522349999999
06391,38.452204229,-6.5206749999999
06392,38.3723665,-6.294354686
06393,38.397954415,-6.4762749999999
06394,38.159185,-6.536081603
06400,38.810978779,-5.92015
06410,39.036345,-6.0485063379999
06411,38.97463,-5.9823256789999
06412,39.0419215,-5.9245952929999
06413,38.912935,-5.9448301579999
06415,38.952655,-6.046067803
06420,38.786205,-5.503786111
06427,38.58273,-5.4736448259999
06428,38.638945,-5.5278691509999
06429,38.682155,-5.471893343
06430,38.615939062,-5.6650799999999
06439,38.65407,-5.604244174
06440,38.700189344,-5.6236249999999
06441,38.655245,-5.786798222
06442,38.590595,-5.8483005859999
06443,38.50979,-5.800413497
06444,38.44343,-5.936641472
06445,38.324575,-5.9719547299999
06446,38.678651896,-5.6933099999999
06450,38.76343,-5.7244655399999
06458,38.72183,-5.8352809149999
06459,38.81513,-5.7102626559999
06460,38.88046,-5.591254234
06468,38.888955849,-5.7238849999999
06469,38.936605,-5.648671131
06470,38.846295,-6.0603552969999
06473,38.857553668,-6.18938
06474,38.89951,-6.0714588829999
06475,38.747945,-6.0768148779999
06476,38.705305,-6.145698852
06477,38.664585,-6.0797812279999
