postal_code,lat,lng,location
03011,38.378070055,-0.49370499999998,"Alicante, Alicante, Comunidad Valenciana, ESP"
03012,38.359344907,-0.48081499999995,"Alicante, Alicante, Comunidad Valenciana, ESP"
03013,38.35698,-0.47481524199998,"Alicante, Alicante, Comunidad Valenciana, ESP"
03014,38.370273929,-0.48401499999994,"Alicante, Alicante, Comunidad Valenciana, ESP"
03015,38.38025809,-0.47266999999994,"Alicante, Alicante, Comunidad Valenciana, ESP"
03016,38.368285,-0.44697283199997,"Alicante, Alicante, Comunidad Valenciana, ESP"
03100,38.56129,-0.47472690499995,"Jijona, Alicante, Comunidad Valenciana, ESP"
03108,38.604925,-0.40492741699995,"Torremanzanas, Alicante, Comunidad Valenciana, ESP"
03109,38.52285,-0.60320168999993,"Tibi, Alicante, Comunidad Valenciana, ESP"
03110,38.444055,-0.47786270199992,"Mutxamel, Alicante, Comunidad Valenciana, ESP"
03111,38.504784711,-0.41774999999996,"Busot, Alicante, Comunidad Valenciana, ESP"
03112,38.39762,-0.47897380599994,"Alicante, Alicante, Comunidad Valenciana, ESP"
03113,38.33679,-0.60030552199993,"Alicante, Alicante, Comunidad Valenciana, ESP"
03114,38.348970398,-0.58523499999995,"Alicante, Alicante, Comunidad Valenciana, ESP"
03130,38.19947,-0.54598039399997,"Santa Pola, Alicante, Comunidad Valenciana, ESP"
03138,38.164835,-0.47302392599994,"Alicante, Alicante, Comunidad Valenciana, ESP"
03139,38.24916,-0.60382763299998,"Elche, Alicante, Comunidad Valenciana, ESP"
03140,38.09298,-0.67013811099997,"Guardamar del Segura, Alicante, Comunidad Valenciana, ESP"
03149,38.060395,-0.67306973099994,"Guardamar del Segura, Alicante, Comunidad Valenciana, ESP"
03150,38.13746,-0.75198331399997,"Dolores, Alicante, Comunidad Valenciana, ESP"
03158,38.160175,-0.79663229399995,"Catral, Alicante, Comunidad Valenciana, ESP"
03159,38.111915,-0.76072205299994,"Daya Nueva, Alicante, Comunidad Valenciana, ESP"
03160,38.106867502,-0.78709999999995,"Almoradí, Alicante, Comunidad Valenciana, ESP"
03169,38.087485,-0.80403528199997,"Algorfa, Alicante, Comunidad Valenciana, ESP"
03170,38.074862187,-0.71743999999995,"Rojales, Alicante, Comunidad Valenciana, ESP"
03176,38.05144766,-0.73838449999994,"Algorfa, Alicante, Comunidad Valenciana, ESP"
03177,38.120155,-0.69993438099993,"San Fulgencio, Alicante, Comunidad Valenciana, ESP"
03178,38.07484,-0.74057321699996,"Benijófar, Alicante, Comunidad Valenciana, ESP"
03179,38.09722,-0.74084906899998,"Formentera del Segura, Alicante, Comunidad Valenciana, ESP"
03180,37.9851645,-0.68278331999994,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03181,37.979391467,-0.68526999999995,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03182,37.979295,-0.67119277499995,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03183,37.999785,-0.66586950699997,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03184,38.003562302,-0.69618999999994,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03185,37.954211457,-0.70708499999995,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03186,37.987445,-0.74948618999997,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03187,38.02997,-0.76693303599995,"Los Montesinos, Alicante, Comunidad Valenciana, ESP"
03188,38.017488384,-0.65535999999997,"Torrevieja, Alicante, Comunidad Valenciana, ESP"
03189,37.930955,-0.78331138899995,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03190,37.864235,-0.78853624999994,"Pilar de la Horadada, Alicante, Comunidad Valenciana, ESP"
03191,37.899215,-0.82298655499994,"Pilar de la Horadada, Alicante, Comunidad Valenciana, ESP"
03193,37.976895,-0.80010338599993,"San Miguel de Salinas, Alicante, Comunidad Valenciana, ESP"
03194,38.161945,-0.69278147999995,"Elche, Alicante, Comunidad Valenciana, ESP"
03195,38.250753565,-0.51989999999995,"Elche, Alicante, Comunidad Valenciana, ESP"
03201,38.26631,-0.70521071399997,"Elche, Alicante, Comunidad Valenciana, ESP"
03202,38.27358,-0.68377589699998,"Elche, Alicante, Comunidad Valenciana, ESP"
03203,38.261905,-0.68799222099994,"Elche, Alicante, Comunidad Valenciana, ESP"
03204,38.270665,-0.73520705899995,"Elche, Alicante, Comunidad Valenciana, ESP"
03205,38.267485555,-0.71852999999993,"Elche, Alicante, Comunidad Valenciana, ESP"
03206,38.279225,-0.72014246799995,"Elche, Alicante, Comunidad Valenciana, ESP"
03207,38.300945,-0.68008208299995,"Elche, Alicante, Comunidad Valenciana, ESP"
03208,38.2656,-0.66555225499997,"Elche, Alicante, Comunidad Valenciana, ESP"
03290,38.32621115,-0.64096499999994,"Elche, Alicante, Comunidad Valenciana, ESP"
03291,38.301525,-0.71490509099993,"Elche, Alicante, Comunidad Valenciana, ESP"
03292,38.2184575,-0.63868128599995,"Elche, Alicante, Comunidad Valenciana, ESP"
03293,38.273615,-0.75758202699996,"Elche, Alicante, Comunidad Valenciana, ESP"
03294,38.206326859,-0.67270799999994,"Elche, Alicante, Comunidad Valenciana, ESP"
03295,38.282056968,-0.55348499999997,"Elche, Alicante, Comunidad Valenciana, ESP"
03296,38.21942,-0.74010770299998,"Elche, Alicante, Comunidad Valenciana, ESP"
03300,38.08841,-0.94618537699995,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03310,38.045999761,-0.85340499999995,"Jacarilla, Alicante, Comunidad Valenciana, ESP"
03311,38.080675,-0.98552908199997,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03312,38.047973505,-0.96256999999997,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03313,38.007365,-0.91360065799995,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03314,38.0962145,-0.86761415299998,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03315,38.204995,-0.95389309099994,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03316,38.125773,-0.99500697799994,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03317,38.179488811,-0.92176499999994,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03318,38.175355,-0.95943554599995,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03319,38.03835874,-0.82412999999997,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03320,38.295855,-0.58482518199997,"Elche, Alicante, Comunidad Valenciana, ESP"
03321,38.07142,-0.92358249499995,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03322,38.080655,-0.91444155199997,"Orihuela, Alicante, Comunidad Valenciana, ESP"
03325,38.09101,-0.89768999999995,"Orihuela, Alicante, Comunidad Valenciana, ESP"
